period,total_assets__BD,total_assets__Banks,total_assets__Cmpust,book_debt__BD,book_debt__Banks,book_debt__Cmpust,book_equity__BD,book_equity__Banks,book_equity__Cmpust,market_equity__BD,market_equity__Banks,market_equity__Cmpust
1960-2012,0.9838062490039018,0.6359848150021922,0.3436247986475719,0.9848819839150936,0.6380087513043506,0.39084498773633286,0.9666486145853984,0.6041094396095243,0.139544984914515,0.9684423397134263,0.6446203357332739,0.13721429086167625
1960-1990,0.9962926691169662,0.7105645235003999,0.3973735539627139,0.9966411741561596,0.7121277662639043,0.4545251563934607,0.9886586663545276,0.6804623692341318,0.17011230078422462,0.9884182366455803,0.7141323641721733,0.1667318149012881
1990-2012,0.9700507960042699,0.5479435648488468,0.2783902115842204,0.9719221660385757,0.5504257542280784,0.3136333174732443,0.9424012035239097,0.5148620871819388,0.10216933775478636,0.9418311907214715,0.5505122215618006,0.09476509224839705
